Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct
SF11826,Tamil Nadu,Rajkot,Chilli,Rabi,8.19,615.3,23.6,74.5,7.7,7.15,23.8,134.1,65.7,82.4,Rainfed,178.1,6.29,0.68,1.86,15.23,92765,496662,1412811,916149,2473,6.159,43.2
SF11827,Tamil Nadu,Guntur,Pulses,Rabi,2.17,308.2,24.3,56.7,7.3,5.77,31.3,125.9,65.4,84.7,Flood,180.5,3.82,0.93,0.42,0.91,82482,145024,75059,-69965,1217,0.748,43.1
SF11828,Maharashtra,Krishna,Wheat,Kharif,9.33,561.5,28.0,72.8,6.4,7.12,25.9,61.7,78.9,129.5,Flood,118.2,5.27,0.65,3.08,28.74,22777,507026,654611,147585,6130,4.688,44.4
SF11829,Tamil Nadu,Ludhiana,Sugarcane,Kharif,1.42,916.4,25.4,76.6,7.3,6.18,32.0,139.3,65.2,124.4,Sprinkler,187.2,5.09,0.77,62.41,88.62,3682,104569,326299,221730,2517,35.209,45.2
SF11830,Gujarat,Krishna,Sugarcane,Rabi,9.26,496.4,20.5,66.2,5.5,5.66,29.1,111.2,63.1,78.7,Sprinkler,112.1,5.81,0.79,19.22,177.98,3487,592275,620616,28341,15749,11.301,37.3
SF11831,Madhya Pradesh,Nalgonda,Pulses,Zaid,2.67,158.4,29.7,49.3,9.3,6.91,17.4,126.3,74.2,107.6,Flood,146.5,4.04,0.91,0.88,2.35,75606,150519,177674,27155,1165,2.017,37.9
SF11832,Punjab,Ludhiana,Rice,Kharif,10.04,794.9,22.1,78.2,6.6,6.39,,127.7,50.0,108.3,Rainfed,134.2,6.67,0.91,2.72,27.31,19180,687905,523806,-164099,8162,3.346,44.8
SF11833,Gujarat,Rajkot,Maize,Rabi,10.22,269.4,27.6,53.4,8.7,5.49,27.7,110.3,47.4,106.2,Drip,171.9,4.3,0.83,0.78,7.97,20301,716596,161799,-554797,4907,1.624,30.3
SF11834,Madhya Pradesh,Ludhiana,Groundnut,Rabi,3.98,244.7,24.5,78.4,6.5,5.34,23.3,128.4,46.2,104.1,Sprinkler,273.9,5.83,0.79,0.3,1.19,56235,308269,66920,-241349,2015,0.591,41.1
SF11835,Telangana,Ludhiana,Groundnut,Rabi,8.0,465.1,24.3,68.7,8.2,6.97,18.0,132.0,54.5,100.7,Sprinkler,197.7,8.62,0.88,1.6,12.8,53619,538378,686323,147945,4230,3.026,45.3
SF11836,Andhra Pradesh,Rajkot,Rice,Kharif,11.82,451.2,24.3,61.4,6.0,6.8,30.3,81.7,58.3,140.0,Flood,172.1,8.52,0.72,3.72,43.97,17967,795221,790009,-5212,24440,1.799,33.2
SF11837,Andhra Pradesh,Krishna,Chilli,Zaid,13.98,191.4,29.1,47.1,8.6,7.44,20.3,43.1,59.2,71.0,Drip,147.5,0.5,0.99,0.79,11.04,89710,816173,990398,174225,8441,1.308,47.0
SF11838,Tamil Nadu,Ludhiana,Chilli,Kharif,12.06,993.0,30.8,78.1,5.7,6.73,28.3,133.2,80.1,143.7,Drip,148.5,6.89,0.68,2.59,31.24,102621,839705,3205880,2366175,6341,4.927,40.5
SF11839,Karnataka,Rajkot,Wheat,Zaid,13.2,343.8,27.6,45.7,8.8,6.52,25.0,72.9,76.4,108.0,Rainfed,151.5,6.64,0.76,1.97,26.0,24809,833889,645034,-188855,3377,7.699,32.5
SF11840,Punjab,Nalgonda,Wheat,Rabi,14.72,326.0,27.3,69.7,6.6,5.98,27.3,108.1,80.9,62.3,Sprinkler,131.7,4.5,0.86,1.67,24.58,25418,756327,624774,-131553,8032,3.06,30.2
SF11841,Gujarat,Guntur,Pulses,Kharif,12.6,1122.6,28.6,67.8,4.9,8.03,36.2,148.2,53.5,137.6,Rainfed,200.1,8.79,0.86,0.3,3.78,78449,864129,296537,-567592,2612,1.447,46.1
SF11842,Madhya Pradesh,Erode,Rice,Kharif,10.82,973.8,31.8,70.0,8.8,6.86,28.6,111.5,51.2,118.1,Drip,133.4,4.15,0.87,3.87,41.87,19241,735536,805621,70085,13712,3.054,59.7
SF11843,Tamil Nadu,Guntur,Groundnut,Rabi,9.12,341.6,24.0,42.7,7.7,6.19,20.0,126.1,66.3,55.9,Rainfed,126.9,7.24,0.75,1.1,10.03,51156,513283,513095,-188,2129,4.711,40.8
SF11844,Punjab,Ludhiana,Cotton,Rabi,5.46,517.2,24.6,56.6,7.9,6.16,23.0,174.4,93.4,107.4,Drip,140.3,4.52,0.71,1.41,7.7,56960,321019,438592,117573,4080,1.887,32.4
SF11845,Madhya Pradesh,Ludhiana,Wheat,Rabi,7.08,504.5,26.6,68.7,7.7,7.09,22.6,122.0,55.6,58.9,Sprinkler,228.1,7.48,0.89,3.18,22.51,27091,484345,609818,125473,4121,5.462,28.2
SF11846,Punjab,Indore,Maize,Zaid,10.78,609.0,31.6,44.4,8.4,6.89,26.5,71.6,61.8,113.0,Sprinkler,400.0,5.23,0.92,3.62,39.02,20736,981651,809119,-172532,6221,6.272,44.0
SF11847,Gujarat,Indore,Pulses,Rabi,2.88,386.9,24.1,57.0,10.5,5.83,29.0,181.5,68.6,135.4,Drip,160.9,5.49,0.73,0.53,1.53,72741,193767,111294,-82473,905,1.691,38.3
SF11848,Maharashtra,Nashik,Maize,Kharif,7.8,1033.9,29.9,56.7,6.5,7.03,27.0,137.7,70.6,30.0,Sprinkler,56.0,5.89,0.77,4.0,31.2,22665,524319,707148,182829,4085,7.638,66.6
SF11849,Gujarat,Nalgonda,Maize,Kharif,2.44,844.2,33.0,78.7,7.0,6.91,33.5,129.2,37.4,109.5,Flood,212.7,1.67,0.69,3.89,9.49,18348,149821,174123,24302,1916,4.953,68.4
SF11850,Tamil Nadu,Ludhiana,Cotton,Kharif,13.27,690.5,32.9,82.7,8.0,7.31,27.8,126.7,70.9,124.0,Sprinkler,253.1,7.09,0.95,1.44,19.11,69629,882125,1330610,448485,9804,1.949,63.4
SF11851,Andhra Pradesh,Guntur,Cotton,Rabi,14.93,88.2,28.5,56.6,7.7,7.1,26.7,133.4,68.4,100.3,Drip,58.5,7.88,0.76,1.35,20.16,67730,793458,1365437,571979,12354,1.632,23.4
SF11852,Andhra Pradesh,Nalgonda,Maize,Zaid,1.7,621.6,30.3,58.7,8.2,6.52,11.1,145.7,53.5,141.0,Drip,226.4,4.79,0.95,4.44,7.55,20084,125373,151634,26261,908,8.315,51.7
SF11853,Telangana,Nalgonda,Groundnut,Rabi,14.68,360.7,25.1,49.5,9.2,6.3,24.7,110.0,33.7,67.0,Flood,175.0,8.32,0.85,1.32,19.38,58166,950791,1127257,176466,8624,2.247,22.5
SF11854,Madhya Pradesh,Guntur,Wheat,Rabi,3.88,433.4,29.2,45.1,7.7,6.36,26.8,71.6,77.3,123.2,Sprinkler,205.2,3.66,0.98,2.91,11.29,26006,301109,293608,-7501,2149,5.254,40.1
SF11855,Karnataka,Guntur,Groundnut,Kharif,6.16,588.5,27.2,61.1,7.8,6.89,34.6,133.4,74.4,127.4,Rainfed,190.7,3.26,0.86,2.26,13.92,58672,344173,816714,472541,1618,8.603,51.9
SF11856,Madhya Pradesh,Ludhiana,Rice,Kharif,14.67,977.0,26.7,75.8,9.0,5.58,37.4,45.2,16.1,60.7,Drip,133.2,6.27,0.96,0.67,9.83,25643,921710,252071,-669639,22079,0.445,67.1
SF11857,Tamil Nadu,Warangal,Cotton,Kharif,3.23,929.8,28.1,56.1,5.5,7.65,35.0,169.8,74.8,90.4,Flood,162.4,2.98,0.72,0.69,2.23,64357,199386,143516,-55870,2861,0.779,56.7
SF11858,Karnataka,Indore,Rice,Rabi,7.07,590.0,21.1,60.1,7.7,6.66,24.0,102.6,69.5,109.9,Rainfed,188.5,2.23,0.95,3.55,25.1,19748,440516,495675,55159,5854,4.288,60.8
SF11859,Maharashtra,Guntur,Cotton,Rabi,2.8,529.2,22.0,58.1,6.6,6.71,17.0,140.3,51.0,89.2,Flood,280.9,5.77,1.0,1.67,4.68,72989,207613,341589,133976,2508,1.866,32.8
SF11860,Telangana,Krishna,Maize,Rabi,1.68,80.0,23.8,69.8,7.5,5.68,24.5,110.6,58.0,121.1,Drip,357.4,3.88,0.98,0.88,1.48,22451,133587,33227,-100360,756,1.958,29.5
SF11861,Andhra Pradesh,Indore,Pulses,Rabi,1.28,448.5,22.8,50.0,6.2,7.13,22.3,127.3,51.4,125.1,Flood,231.5,6.43,0.74,0.95,1.22,71184,98578,86844,-11734,604,2.02,28.0
SF11862,Telangana,Nalgonda,Groundnut,Rabi,8.23,305.1,21.1,60.4,9.0,6.66,21.5,115.4,74.3,71.4,Drip,129.8,7.84,0.76,1.67,13.74,45085,497367,619468,122101,3490,3.937,18.8
SF11863,Telangana,Nashik,Chilli,Kharif,5.62,1331.2,27.9,36.9,7.0,7.5,32.8,145.4,52.8,107.0,Flood,188.4,4.54,0.73,,4.72,106310,472264,501783,29519,5265,0.896,60.8
SF11864,Gujarat,Guntur,Pulses,Rabi,2.03,304.9,25.0,52.2,7.7,7.54,20.1,147.8,66.2,92.8,Flood,130.7,2.85,0.74,0.55,1.12,73286,153078,82080,-70998,906,1.236,33.7
SF11865,Telangana,Nashik,Chilli,Zaid,12.64,650.0,30.2,61.2,8.6,6.71,23.6,98.8,56.9,67.4,Drip,128.6,5.47,0.72,2.43,30.72,98624,768068,3029729,2261661,6156,4.99,51.5
SF11866,Tamil Nadu,Raichur,Wheat,Rabi,3.53,561.4,25.3,76.8,6.2,6.66,18.5,91.5,32.4,136.1,Flood,192.2,4.81,1.0,3.13,11.05,23665,216318,261498,45180,2269,4.87,37.9
SF11867,Gujarat,Ludhiana,Cotton,Kharif,1.91,672.1,27.6,69.0,6.8,6.6,32.9,120.6,35.5,83.5,Rainfed,244.2,8.67,0.79,1.74,3.32,74079,129887,245942,116055,819,4.054,48.9
SF11868,Karnataka,Warangal,Groundnut,Kharif,1.8,701.4,27.0,70.0,4.5,6.02,29.9,91.8,59.1,91.1,Drip,190.5,8.11,0.67,1.57,2.83,42934,135842,121503,-14339,631,4.485,28.8
SF11869,Gujarat,Warangal,Cotton,Kharif,8.45,930.0,29.0,72.1,7.2,7.17,29.9,140.3,65.8,109.7,Drip,252.7,5.63,0.82,1.36,11.49,67926,595887,780470,184583,6256,1.837,51.2
SF11870,Maharashtra,Guntur,Rice,Rabi,6.31,729.5,17.2,83.9,7.6,5.87,26.7,193.2,76.8,101.4,Flood,175.1,9.18,0.85,1.6,10.1,21056,399343,212666,-186677,13029,0.775,38.3
SF11871,Tamil Nadu,Guntur,Sugarcane,Kharif,10.11,833.3,27.6,72.2,8.8,6.63,25.3,107.5,43.7,79.1,Rainfed,213.5,4.85,0.76,73.4,742.07,3269,649426,2425827,1776401,10915,67.986,37.2
SF11872,Tamil Nadu,Raichur,Maize,Zaid,14.61,172.6,33.4,54.7,8.3,6.52,11.3,78.8,91.2,70.2,Sprinkler,175.3,5.55,0.75,2.34,34.19,19724,1023286,674364,-348922,8220,4.159,37.2
SF11873,Maharashtra,Warangal,Rice,Rabi,14.26,602.1,26.0,55.0,7.0,7.18,22.6,144.5,78.5,98.2,Flood,66.6,6.09,0.84,3.2,45.63,25473,769972,1162333,392361,25837,1.766,39.7
SF11874,Madhya Pradesh,Raichur,Cotton,Zaid,5.44,542.2,34.0,35.9,7.7,6.63,20.1,40.5,46.1,76.9,Drip,88.0,8.09,0.97,1.23,6.69,65404,303592,437553,133961,3179,2.104,33.6
SF11875,Karnataka,Nashik,Wheat,Kharif,4.7,757.9,32.4,67.7,6.2,6.84,29.0,126.1,77.3,90.3,Sprinkler,184.6,6.49,0.8,3.02,14.19,21761,337155,308789,-28366,2200,6.45,42.1
SF11876,Karnataka,Krishna,Maize,Rabi,9.91,503.5,24.6,47.3,6.7,7.24,20.6,113.3,46.3,106.8,Drip,238.0,4.34,0.7,3.56,35.28,20713,544234,730755,186521,4960,7.113,42.0
SF11877,Andhra Pradesh,Warangal,Wheat,Kharif,10.01,928.5,28.6,80.5,8.7,6.25,33.8,102.8,57.0,120.6,Rainfed,138.1,2.81,0.7,2.4,24.02,23272,429373,558993,129620,2771,8.668,66.1
SF11878,Andhra Pradesh,Nashik,Groundnut,Rabi,8.26,647.9,23.0,62.1,6.8,7.61,19.6,91.8,74.0,88.3,Flood,290.0,6.3,0.97,0.66,5.45,58598,802751,319359,-483392,5985,0.911,32.9
SF11879,Tamil Nadu,Ludhiana,Chilli,Rabi,8.88,347.0,24.8,44.7,7.1,7.11,27.6,71.3,44.7,74.7,Rainfed,179.4,6.4,0.83,1.42,12.61,97742,645861,1232527,586666,3433,3.673,31.4
SF11880,Tamil Nadu,Erode,Groundnut,Rabi,5.69,149.9,21.2,57.9,8.3,6.66,24.8,90.7,63.2,97.4,Sprinkler,215.1,8.41,0.89,1.22,6.94,55069,400410,382179,-18231,2686,2.584,29.1
SF11881,Maharashtra,Rajkot,Wheat,Kharif,1.65,977.0,30.7,68.2,7.3,6.32,29.0,115.9,50.1,93.3,Rainfed,329.6,5.54,0.95,2.51,4.14,27183,129653,112538,-17115,442,9.367,53.9
SF11882,Telangana,Indore,Rice,Rabi,12.26,580.9,21.5,50.4,7.3,6.5,25.7,123.2,63.9,133.1,Flood,163.1,4.73,0.73,3.98,48.79,17588,805278,858119,52841,20781,2.348,44.4
SF11883,Gujarat,Warangal,Rice,Kharif,10.38,796.4,30.7,62.0,7.6,5.85,25.9,151.8,28.4,105.1,Flood,226.6,9.11,0.87,1.24,12.87,25611,850432,329614,-520818,21150,0.609,25.6
SF11884,Tamil Nadu,Ludhiana,Groundnut,Rabi,0.91,163.4,25.4,68.0,8.6,6.07,17.6,56.9,57.9,100.4,Drip,180.0,3.18,0.66,0.86,0.78,61964,75200,48332,-26868,320,2.438,40.9
SF11885,Andhra Pradesh,Warangal,Cotton,Kharif,13.73,925.5,24.8,68.3,5.3,6.92,33.4,107.6,65.9,65.6,Flood,94.7,5.64,0.97,1.8,24.71,64220,899351,1586876,687525,13203,1.872,47.4
SF11886,Punjab,Indore,Chilli,Rabi,9.95,537.7,24.9,51.8,7.9,6.64,19.4,139.0,72.0,93.6,Drip,114.9,4.99,0.87,3.1,30.84,102968,577226,3175533,2598307,5751,5.363,50.5
SF11887,Tamil Nadu,Indore,Wheat,Rabi,13.18,573.5,23.1,41.6,8.4,5.98,21.7,98.7,74.8,83.9,Flood,163.6,5.11,0.74,1.7,22.41,25744,826628,576923,-249705,9509,2.357,38.5
SF11888,Madhya Pradesh,Warangal,Pulses,Kharif,10.53,791.8,28.3,71.0,6.7,5.64,37.0,91.3,70.2,129.0,Flood,215.5,1.57,0.69,0.34,3.58,72188,776434,258433,-518001,5216,0.686,70.3
SF11889,Andhra Pradesh,Indore,Cotton,Kharif,4.81,892.2,27.6,81.0,7.3,6.42,24.0,95.4,19.4,102.7,Flood,198.4,5.62,0.91,1.64,7.89,65552,422909,517205,94296,4397,1.794,59.5
SF11890,Telangana,Nalgonda,Groundnut,Kharif,5.77,693.6,30.4,76.0,6.1,6.72,37.7,67.6,84.7,106.6,Drip,317.7,6.1,0.74,2.72,15.69,51303,471695,804944,333249,2055,7.635,49.5
SF11891,Punjab,Nashik,Chilli,Rabi,2.01,407.4,21.6,64.1,7.4,6.46,31.0,150.2,81.8,80.3,Rainfed,173.5,3.71,0.77,1.73,3.48,108032,108423,375951,267528,618,5.631,53.4
SF11892,Gujarat,Guntur,Groundnut,Kharif,6.23,850.3,31.8,65.5,6.8,6.74,36.8,161.8,65.1,149.0,Rainfed,99.1,5.85,0.96,1.89,11.77,53558,364507,630378,265871,1982,5.938,50.1
SF11893,Karnataka,Krishna,Cotton,Rabi,7.07,622.0,25.0,45.5,7.3,7.38,28.5,96.7,36.5,97.3,Drip,184.2,6.22,0.85,1.21,8.55,57095,445234,488162,42928,5391,1.586,39.1
SF11894,Telangana,Warangal,Rice,Zaid,2.58,324.9,34.2,48.0,8.6,6.59,19.6,95.7,80.7,97.6,Drip,194.5,2.93,0.93,2.52,6.5,22758,149902,147927,-1975,3332,1.951,41.2
SF11895,Tamil Nadu,Erode,Maize,Kharif,13.99,704.8,29.5,91.2,8.4,5.97,34.5,109.6,52.3,123.4,Sprinkler,278.3,5.75,0.79,2.81,39.31,19239,1080912,756285,-324627,7227,5.439,61.3
SF11896,Maharashtra,Guntur,Cotton,Rabi,5.52,678.5,23.7,63.0,8.2,7.61,26.2,84.7,70.0,77.6,Rainfed,191.3,4.74,0.71,0.64,3.53,72612,357514,256320,-101194,2239,1.577,58.0
SF11897,Maharashtra,Raichur,Chilli,Kharif,7.0,1120.4,25.1,77.7,4.7,5.5,36.5,92.3,83.0,161.0,Flood,257.7,7.12,0.67,0.38,2.66,116909,569727,310978,-258749,6081,0.437,54.3
SF11898,Karnataka,Warangal,Wheat,Rabi,4.45,80.0,17.5,78.3,7.1,7.3,32.5,72.1,80.3,118.8,Sprinkler,123.6,4.79,0.69,1.39,6.19,24315,305569,150510,-155059,2496,2.48,44.0
SF11899,Andhra Pradesh,Warangal,Chilli,Rabi,4.62,277.8,23.5,43.0,7.9,5.31,22.2,97.7,35.6,82.0,Sprinkler,184.0,7.65,0.67,0.3,1.39,121915,327912,169462,-158450,2866,0.485,5.1
SF11900,Punjab,Nalgonda,Groundnut,Rabi,4.69,455.8,26.2,41.7,8.9,7.18,23.5,140.5,74.6,130.8,Drip,242.4,4.5,0.93,2.16,10.13,57544,386995,582921,195926,2425,4.177,39.8
SF11901,Karnataka,Ludhiana,Pulses,Rabi,7.88,330.4,27.7,51.9,6.7,6.76,22.3,93.7,39.7,118.8,Drip,178.8,4.82,0.89,1.25,9.85,69674,533756,686289,152533,3056,3.223,33.2
SF11902,Madhya Pradesh,Indore,Wheat,Rabi,3.43,583.5,21.4,73.3,7.0,6.85,27.0,78.8,53.2,108.5,Rainfed,193.3,2.75,0.9,2.76,9.47,22125,258902,209524,-49378,1019,9.293,43.7
SF11903,Karnataka,Ludhiana,Cotton,Rabi,10.68,228.5,21.7,61.0,8.9,7.15,24.7,70.2,60.2,116.2,Rainfed,147.5,3.33,0.72,0.74,7.9,59305,621286,468510,-152776,4016,1.967,45.0
SF11904,Gujarat,Nalgonda,Rice,Rabi,5.71,296.0,23.5,55.3,8.3,6.67,27.3,118.0,67.1,129.3,Flood,159.8,3.44,1.0,3.35,19.13,21639,374020,413954,39934,9988,1.915,37.5
SF11905,Gujarat,Nalgonda,Pulses,Rabi,11.02,341.9,21.2,57.2,6.9,6.97,20.0,117.0,65.1,70.8,Flood,81.5,4.02,0.94,1.0,11.02,62729,653063,691274,38211,5275,2.089,37.7
SF11906,Karnataka,Krishna,Groundnut,Rabi,2.15,550.3,25.2,64.6,7.8,6.22,27.0,114.7,44.9,112.5,Flood,203.3,6.61,0.9,1.32,2.84,48919,153669,138930,-14739,1230,2.309,33.8
SF11907,Maharashtra,Warangal,Maize,Kharif,7.96,779.7,27.7,73.8,6.0,6.87,27.4,192.2,45.3,88.2,Flood,168.8,6.5,0.79,5.59,44.5,19698,503979,876561,372582,5813,7.655,43.9
SF11908,Punjab,Ludhiana,Wheat,Zaid,7.78,329.0,28.1,33.4,9.2,6.58,8.0,107.4,34.4,111.6,Flood,231.5,2.18,0.96,2.33,18.13,23588,591420,427650,-163770,5786,3.133,37.1
SF11909,Telangana,Rajkot,Wheat,Zaid,9.99,451.6,30.6,60.0,8.6,6.25,11.6,127.7,66.1,105.2,Drip,158.2,7.55,0.72,2.53,25.27,24540,714905,620126,-94779,4728,5.345,35.0
SF11910,Madhya Pradesh,Guntur,Cotton,Kharif,1.65,957.4,34.7,73.5,5.6,7.12,36.1,95.7,90.4,180.3,Flood,200.9,6.54,0.72,1.13,1.86,72665,122246,135157,12911,1417,1.313,59.5
SF11911,Tamil Nadu,Warangal,Maize,Rabi,13.02,779.6,25.5,52.8,6.3,7.79,20.5,142.7,87.5,104.6,Flood,98.7,5.45,0.69,1.14,14.84,19625,666511,291235,-375276,8893,1.669,57.2
SF11912,Telangana,Nalgonda,Cotton,Kharif,10.55,961.5,27.8,77.8,5.8,6.33,23.8,156.7,71.6,66.8,Flood,40.0,5.83,0.71,1.6,16.88,68394,702841,1154491,451650,11598,1.455,61.5
SF11913,Andhra Pradesh,Warangal,Chilli,Zaid,2.94,515.2,31.6,62.1,8.2,8.24,18.7,40.0,70.2,42.8,Drip,172.8,5.73,0.66,0.3,0.88,99707,187008,87742,-99266,1713,0.514,48.0
SF11914,Telangana,Indore,Cotton,Kharif,13.74,596.5,27.3,66.2,6.8,6.69,,139.4,39.2,104.3,Flood,259.7,6.1,0.86,2.12,29.13,56927,1081805,1658284,576479,12694,2.295,57.1
SF11915,Maharashtra,Warangal,Cotton,Zaid,2.72,370.0,33.1,50.1,8.4,6.69,12.1,150.3,55.6,65.0,Rainfed,85.8,5.95,0.9,1.09,2.96,61198,159674,181146,21472,1168,2.534,38.2
SF11916,Punjab,Raichur,Pulses,Kharif,2.49,1040.0,25.3,67.4,8.6,6.16,32.5,87.2,52.2,72.6,Rainfed,202.7,1.71,0.79,0.7,1.74,67691,171033,117782,-53251,566,3.074,76.5
SF11917,Punjab,Krishna,Groundnut,Kharif,8.05,690.9,32.1,67.8,7.4,6.76,33.9,118.3,60.2,135.8,Sprinkler,218.9,3.2,0.99,2.47,19.88,63958,618456,1271485,653029,4142,4.8,47.4
SF11918,Andhra Pradesh,Nashik,Rice,Kharif,1.41,885.8,28.5,63.9,6.1,7.39,23.9,143.9,74.8,95.5,Flood,199.1,1.65,0.87,1.51,2.13,24070,108739,51269,-57470,2371,0.898,60.7
SF11919,Karnataka,Nashik,Rice,Rabi,8.3,371.4,17.8,34.4,7.1,6.37,22.6,156.8,63.3,100.3,Sprinkler,89.6,4.38,0.69,2.66,22.08,18173,628652,401260,-227392,11713,1.885,47.0
SF11920,Karnataka,Ludhiana,Wheat,Rabi,10.59,382.5,20.9,60.6,7.4,6.58,19.8,48.2,20.6,105.2,Rainfed,198.1,6.09,0.91,2.17,22.98,20210,610472,464426,-146046,2768,8.302,40.1
SF11921,Tamil Nadu,Rajkot,Rice,Kharif,13.57,998.7,27.1,90.6,5.1,7.3,34.4,115.3,50.4,134.7,Drip,199.4,8.48,0.71,2.56,34.74,23258,955550,807983,-147567,17137,2.027,50.7
SF11922,Tamil Nadu,Warangal,Wheat,Zaid,11.65,487.0,31.0,49.4,8.5,7.04,18.5,94.8,73.2,88.3,Drip,278.1,5.92,0.68,2.3,26.8,22663,688128,607368,-80760,5294,5.062,30.9
SF11923,Madhya Pradesh,Nashik,Wheat,Kharif,6.71,991.7,27.8,78.0,7.0,6.02,29.2,40.0,54.1,143.6,Flood,267.7,4.38,0.7,1.56,10.47,23698,429879,248118,-181761,3943,2.655,57.6
SF11924,Madhya Pradesh,Guntur,Maize,Kharif,11.84,892.2,24.8,59.4,8.4,6.04,30.8,72.3,41.1,78.9,Sprinkler,119.9,6.79,0.94,1.81,21.43,18869,739709,404363,-335346,6572,3.261,36.7
SF11925,Gujarat,Guntur,Maize,Rabi,9.15,582.2,20.7,70.9,10.4,7.48,26.1,157.0,46.6,71.6,Drip,147.3,6.01,0.9,1.83,16.74,20589,506864,344660,-162204,4748,3.526,35.4
SF11926,Tamil Nadu,Nalgonda,Pulses,Kharif,8.24,668.1,24.6,81.9,8.2,7.72,32.3,169.7,66.0,86.1,Drip,233.5,4.94,0.98,0.56,4.61,80087,556769,369201,-187568,2548,1.809,61.4
SF11927,Punjab,Erode,Groundnut,Rabi,11.26,527.1,25.1,49.4,8.2,6.91,24.1,139.6,56.3,89.5,Sprinkler,40.0,6.4,0.83,2.21,24.88,60681,584584,1509743,925159,4690,5.305,35.2
SF11928,Andhra Pradesh,Rajkot,Cotton,Rabi,13.78,360.9,20.5,61.8,9.9,6.81,30.0,109.6,54.0,68.0,Sprinkler,170.8,4.37,0.85,1.47,20.26,70001,933396,1418220,484824,11149,1.817,51.7
SF11929,Telangana,Rajkot,Groundnut,Rabi,9.5,459.5,18.3,63.8,6.9,7.27,22.6,140.2,57.0,106.8,Flood,169.7,5.92,0.82,1.03,9.78,53671,667294,524902,-142392,4714,2.075,41.9
SF11930,Telangana,Erode,Groundnut,Rabi,2.75,326.0,25.3,61.3,8.2,7.77,17.5,137.8,32.4,85.4,Flood,231.5,6.6,0.87,0.42,1.16,47207,219146,54760,-164386,1796,0.646,36.0
SF11931,Tamil Nadu,Guntur,Sugarcane,Kharif,14.16,860.4,26.5,74.0,5.0,7.14,29.7,157.2,66.1,151.7,Drip,122.0,5.71,0.73,79.25,1122.18,3661,875331,4108301,3232970,21133,53.101,41.8
SF11932,Andhra Pradesh,Raichur,Chilli,Zaid,12.06,456.6,30.8,59.2,9.1,7.65,20.7,130.9,58.7,99.2,Flood,236.3,11.78,0.73,0.77,9.29,101047,931348,938727,7379,10163,0.914,26.5
SF11933,Tamil Nadu,Krishna,Cotton,Rabi,11.94,411.4,24.3,43.1,8.1,6.82,22.8,137.8,63.5,100.6,Flood,260.6,6.05,0.67,1.81,21.61,60279,922911,1302629,379718,12024,1.797,37.0
SF11934,Andhra Pradesh,Krishna,Rice,Kharif,9.44,873.7,25.5,70.7,6.9,6.41,22.3,127.1,60.6,128.3,Flood,201.9,5.1,0.81,4.16,39.27,20820,593186,817601,224415,16981,2.313,56.7
SF11935,Gujarat,Guntur,Maize,Zaid,12.72,193.5,30.7,44.9,7.8,6.32,15.1,152.5,112.2,74.0,Flood,182.1,6.67,0.96,2.29,29.13,20280,932657,590756,-341901,8977,3.245,26.5
SF11936,Telangana,Nashik,Wheat,Kharif,12.55,935.7,25.5,65.7,6.8,6.7,27.4,125.6,70.7,121.6,Flood,128.8,5.63,0.84,2.98,37.4,24997,736544,934888,198344,8039,4.652,48.4
SF11937,Gujarat,Raichur,Groundnut,Zaid,8.83,176.8,30.0,45.8,6.2,6.73,11.7,74.8,64.3,72.2,Rainfed,162.8,2.48,0.95,1.08,9.54,48372,529211,461469,-67742,2198,4.34,47.0
SF11938,Karnataka,Nalgonda,Groundnut,Rabi,10.36,665.8,27.1,45.0,8.3,6.32,13.3,105.5,46.9,83.8,Sprinkler,189.2,3.67,0.78,1.93,19.99,54439,590945,1088236,497291,4225,4.731,44.3
SF11939,Madhya Pradesh,Rajkot,Chilli,Rabi,0.69,355.0,22.1,56.9,7.6,6.89,32.2,76.0,69.2,96.2,Drip,167.5,5.74,0.9,1.85,1.28,89831,51341,114984,63643,344,3.721,20.9
SF11940,Gujarat,Guntur,Chilli,Kharif,7.23,764.6,28.9,78.0,5.0,6.81,35.7,86.8,35.6,154.1,Sprinkler,88.9,2.85,0.87,3.14,22.7,108003,379569,2451668,2072099,4386,5.176,55.7
SF11941,Karnataka,Indore,Rice,Zaid,9.23,117.5,34.3,26.5,9.5,6.65,21.9,82.6,63.7,106.7,Rainfed,290.8,6.62,0.85,1.75,16.15,21575,757379,348436,-408943,6309,2.56,19.6
SF11942,Karnataka,Warangal,Rice,Rabi,14.89,611.0,22.2,61.3,7.0,6.03,17.0,140.3,68.1,125.1,Drip,166.8,6.79,0.96,2.49,37.08,24063,1096479,892256,-204223,22326,1.661,31.3
